microRNA,disease,disease_id
hsa-mir-200a,hepatocellular carcinoma ,114550
hsa-mir-24-2,hepatocellular carcinoma ,114550
hsa-mir-192-2,hepatocellular carcinoma ,114550
hsa-mir-200b,hepatocellular carcinoma ,114550
hsa-mir-21,Hepatocellular carcinoma ,114550
hsa-mir-152,hepatocellular carcinoma ,114550
hsa-mir-199a,hepatocellular carcinoma ,114550
hsa-mir-30c-1,hepatocellular carcinoma ,114550
hsa-mir-15a,hepatocellular carcinoma ,114550
hsa-mir-16,hepatocellular carcinoma ,114550
hsa-mir-17,hepatocellular carcinoma ,114550
hsa-mir-18,hepatocellular carcinoma ,114550
hsa-mir-194,hepatocellular carcinoma ,114550
hsa-mir-195,hepatocellular carcinoma ,114550
hsa-mir-374,hepatocellular carcinoma ,114550
hsa-mir-1,hepatocellular carcinoma ,114550
hsa-mir-224,hepatocellular carcinoma ,114550
hsa-mir-23b,hepatocellular carcinoma ,114550
hsa-mir-24,hepatocellular carcinoma ,114550
hsa-mir-25,hepatocellular carcinoma ,114550
hsa-mir-27a,hepatocellular carcinoma ,114550
hsa-mir-338,hepatocellular carcinoma ,114550
hsa-mir-93,hepatocellular carcinoma ,114550
hsa-mir-155,hepatocellular carcinoma ,114550
hsa-mir-9,hepatocellular carcinoma ,114550
hsa-mir-181a-1,hepatocellular carcinoma ,114550
hsa-mir-181a-2,hepatocellular carcinoma ,114550
hsa-mir-181b-1,hepatocellular carcinoma ,114550
hsa-mir-181b-2,hepatocellular carcinoma ,114550
hsa-mir-181c,hepatocellular carcinoma ,114550
hsa-mir-143,hepatocellular carcinoma ,114550
hsa-mir-145,hepatocellular carcinoma ,114550
hsa-mir-26a-1,hepatocellular carcinoma ,114550
hsa-mir-26a-2,hepatocellular carcinoma ,114550
hsa-mir-320-2,hepatocellular carcinoma ,114550
hsa-mir-324,hepatocellular carcinoma ,114550
hsa-mir-125b-1,hepatocellular carcinoma ,114550
hsa-mir-125b-2,hepatocellular carcinoma ,114550
hsa-mir-126,hepatocellular carcinoma ,114550
hsa-mir-146a,hepatocellular carcinoma ,114550
hsa-mir-124a,hepatocellular carcinoma ,114550
hsa-mir-125b,hepatocellular carcinoma ,114550
hsa-mir-126*,hepatocellular carcinoma ,114550
hsa-mir-128b,hepatocellular carcinoma ,114550
hsa-mir-129,hepatocellular carcinoma ,114550
hsa-mir-20a,hepatocellular carcinoma ,114550
hsa-mir-207,hepatocellular carcinoma ,114550
hsa-mir-186,hepatocellular carcinoma ,114550
hsa-mir-107,hepatocellular carcinoma ,114550
hsa-mir-130a,hepatocellular carcinoma ,114550
hsa-mir-205,hepatocellular carcinoma ,114550
hsa-mir-148a,hepatocellular carcinoma ,114550
hsa-mir-192-1,hepatocellular carcinoma ,114550
hsa-mir-34a,hepatocellular carcinoma ,114550
hsa-mir-101b-2,hepatocellular carcinoma ,114550
hsa-mir-103-2,hepatocellular carcinoma ,114550
hsa-mir-123,hepatocellular carcinoma ,114550
hsa-mir-9*,hepatocellular carcinoma ,114550
hsa-mir-9-2,hepatocellular carcinoma ,114550
hsa-let-7a,hepatocellular carcinoma ,114550
hsa-mir-106b,hepatocellular carcinoma ,114550
hsa-mir-141,hepatocellular carcinoma ,114550
hsa-mir-142,hepatocellular carcinoma ,114550
hsa-mir-328-1,hepatocellular carcinoma ,114550
hsa-let-7d,Hepatocellular carcinoma ,114550
hsa-mir-1,Hepatocellular carcinoma ,114550
hsa-mir-101,Hepatocellular carcinoma ,114550
hsa-mir-133a,Hepatocellular carcinoma ,114550
hsa-mir-148b,hepatocellular carcinoma ,114550
hsa-mir-142,hepatocellular carcinoma ,114550
hsa-mir-205,Hepatocellular carcinoma ,114550
hsa-mir-212,hepatocellular carcinoma ,114550
hsa-mir-139,hepatocellular carcinoma ,114550
hsa-mir-127,hepatocellular carcinoma ,114550
hsa-mir-16a,hepatocellular carcinoma ,114550
hsa-mir-137,hepatocellular carcinoma ,114550
hsa-mir-18a,hepatocellular carcinoma ,114550
hsa-mir-19b,hepatocellular carcinoma ,114550
hsa-mir-223,hepatocellular carcinoma ,114550
hsa-mir-214,hepatocellular carcinoma ,114550
hsa-mir-215,hepatocellular carcinoma ,114550
hsa-mir-216,hepatocellular carcinoma ,114550
hsa-mir-92a,hepatocellular carcinoma ,114550
hsa-mir-96,hepatocellular carcinoma ,114550
hsa-mir-99a,hepatocellular carcinoma ,114550
hsa-mir-183,hepatocellular carcinoma ,114550
hsa-mir-199a*,hepatocellular carcinoma ,114550
hsa-let-7a-1,hepatocellular carcinoma ,114550
hsa-let-7a-2,hepatocellular carcinoma ,114550
hsa-let-7a-3,hepatocellular carcinoma ,114550
hsa-mir-23a,hepatocellular carcinoma ,114550
hsa-mir-106a-1,hepatocellular carcinoma ,114550
hsa-mir-124a-2,hepatocellular carcinoma ,114550
hsa-mir-301,hepatocellular carcinoma ,114550
hsa-mir-219-1,hepatocellular carcinoma ,114550
hsa-mir-199a-1,hepatocellular carcinoma ,114550
hsa-mir-199a-2,hepatocellular carcinoma ,114550
hsa-mir-199b,hepatocellular carcinoma ,114550
hsa-mir-594,hepatocellular carcinoma ,114550
hsa-mir-106b-1,hepatocellular carcinoma ,114550
hsa-mir-182,hepatocellular carcinoma ,114550
hsa-mir-182*,hepatocellular carcinoma ,114550
hsa-mir-150,hepatocellular carcinoma ,114550
hsa-let-7c,hepatocellular carcinoma ,114550
hsa-let-7f-2,hepatocellular carcinoma ,114550
hsa-let-7b,hepatocellular carcinoma ,114550
hsa-mir-132,hepatocellular carcinoma ,114550
hsa-mir-9,Hodgkin's lymphoma,236000
hsa-mir-135a,Hodgkin's lymphoma,236000
hsa-mir-200a,Hodgkin's lymphoma,236000
hsa-mir-520a,Hodgkin's lymphoma,236000
hsa-mir-614,Hodgkin's lymphoma,236000
hsa-mir-140,Hodgkin's lymphoma,236000
hsa-mir-155,Hodgkin's lymphoma,236000
hsa-mir-16,Hodgkin's lymphoma,236000
hsa-mir-186,Hodgkin's lymphoma,236000
hsa-mir-18a,Hodgkin's lymphoma,236000
hsa-mir-196a,Hodgkin's lymphoma,236000
hsa-mir-20a,Hodgkin's lymphoma,236000
hsa-mir-21,Hodgkin's lymphoma,236000
hsa-mir-30a,Hodgkin's lymphoma,236000
hsa-mir-30b,Hodgkin's lymphoma,236000
hsa-mir-374,Hodgkin's lymphoma,236000
hsa-let-7a,Hodgkin's lymphoma,236000
hsa-mir-320,homozygous sickle cell disease ,603903
hsa-mir-451,homozygous sickle cell disease ,603903
hsa-mir-140,homozygous sickle cell disease ,603903
hsa-mir-141,homozygous sickle cell disease ,603903
hsa-mir-181a,homozygous sickle cell disease ,603903
hsa-mir-29a,homozygous sickle cell disease ,603903
hsa-mir-132,Huntington's disease ,143100
hsa-mir-9*,Huntington's disease ,143100
hsa-mir-9,Huntington's disease ,143100
hsa-mir-330,Huntington's disease ,143100
hsa-mir-29a,Huntington's disease ,143100
hsa-mir-155,hypertension,145500
hsa-mir-146b,Inclusion body myositis ,147421
hsa-mir-155,Inclusion body myositis ,147421
hsa-mir-222,Inclusion body myositis ,147421
hsa-mir-197,Inclusion body myositis ,147421
hsa-mir-223,Inclusion body myositis ,147421
hsa-mir-214,Inclusion body myositis ,147421
hsa-mir-381,Inclusion body myositis ,147421
hsa-mir-34a,Inclusion body myositis ,147421
hsa-mir-221,Inclusion body myositis ,147421
hsa-mir-21,Inclusion body myositis ,147421
hsa-mir-204,Insulinoma,614027
hsa-mir-145,intrahepatic cholangiocarcinoma,615619
hsa-mir-150,intrahepatic cholangiocarcinoma,615619
hsa-mir-204,intrahepatic cholangiocarcinoma,615619
hsa-mir-31,intrahepatic cholangiocarcinoma,615619
hsa-mir-199a,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-199a*,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-214,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-22,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-127,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-376a,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-424,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-671,Intrahepatic cholangiocarcinoma ,615619
hsa-mir-1,renal cell cancer,144700
hsa-mir-145,renal cell cancer,144700
hsa-mir-1826,renal cell cancer,144700
hsa-mir-183,renal cell cancer,144700
hsa-mir-199a,renal cell cancer,144700
hsa-mir-199a,renal cell cancer,144700
hsa-mir-203,renal cell cancer,144700
hsa-mir-205,renal cell cancer,144700
hsa-mir-21,renal cell cancer,144700
hsa-mir-210,renal cell cancer,144700
hsa-mir-22,renal cell cancer,144700
hsa-mir-223,renal cell cancer,144700
hsa-mir-497,renal cell cancer,144700
hsa-mir-508,renal cell cancer,144700
hsa-mir-509,renal cell cancer,144700
hsa-mir-630,renal cell cancer,144700
hsa-let-7f-2,renal cell cancer,144700
hsa-mir-20a,renal cell cancer,144700
hsa-mir-20b,renal cell cancer,144700
hsa-mir-21,renal cell cancer,144700
hsa-mir-210,renal cell cancer,144700
hsa-mir-214,renal cell cancer,144700
hsa-mir-26a,renal cell cancer,144700
hsa-mir-27a,renal cell cancer,144700
hsa-mir-29a,renal cell cancer,144700
hsa-mir-29b,renal cell cancer,144700
hsa-mir-378,renal cell cancer,144700
hsa-mir-424,renal cell cancer,144700
hsa-mir-489,renal cell cancer,144700
hsa-mir-532,renal cell cancer,144700
hsa-mir-720,renal cell cancer,144700
hsa-mir-122,renal cell cancer,144700
hsa-mir-126,renal cell cancer,144700
hsa-mir-7-2,renal cell cancer,144700
hsa-mir-185,renal cell cancer,144700
hsa-mir-200c,renal cell cancer,144700
hsa-mir-29c,renal cell cancer,144700
hsa-mir-340,renal cell cancer,144700
hsa-mir-342,renal cell cancer,144700
hsa-mir-150,renal cell cancer,144700
hsa-mir-151,renal cell cancer,144700
hsa-mir-15a,renal cell cancer,144700
hsa-mir-17,renal cell cancer,144700
hsa-mir-191,renal cell cancer,144700
hsa-mir-199a,renal cell cancer,144700
hsa-mir-19b,renal cell cancer,144700
hsa-mir-200b,renal cell cancer,144700
hsa-mir-101,renal cell cancer,144700
hsa-mir-106a,renal cell cancer,144700
hsa-mir-106b,renal cell cancer,144700
hsa-mir-182,renal cell cancer,144700
hsa-mir-28,renal cell cancer,144700
hsa-mir-141,renal cell cancer,144700
hsa-mir-139,laryngeal cancer,600805
hsa-mir-196a,laryngeal cancer,600805
hsa-mir-200c,laryngeal cancer,600805
hsa-mir-21,laryngeal cancer,600805
hsa-mir-21,laryngeal cancer,600805
hsa-mir-23a,laryngeal cancer,600805
hsa-mir-34a,laryngeal cancer,600805
hsa-mir-375,laryngeal cancer,600805
hsa-mir-525,laryngeal cancer,600805
hsa-mir-885,laryngeal cancer,600805
hsa-mir-106b,laryngeal cancer,600805
hsa-mir-125a,laryngeal cancer,600805
hsa-mir-16,laryngeal cancer,600805
hsa-mir-205,laryngeal cancer,600805
hsa-mir-21,laryngeal cancer,600805
hsa-mir-23a,laryngeal cancer,600805
hsa-mir-27a,laryngeal cancer,600805
hsa-mir-34a,laryngeal cancer,600805
hsa-mir-423,laryngeal cancer,600805
hsa-let-7a,laryngeal cancer,600805
hsa-mir-21,laryngeal cancer,600805
hsa-mir-101,laryngeal squamous cell carcinoma,275355
hsa-mir-129,laryngeal squamous cell carcinoma,275355
hsa-mir-144,laryngeal squamous cell carcinoma,275355
hsa-mir-148a,laryngeal squamous cell carcinoma,275355
hsa-mir-153,laryngeal squamous cell carcinoma,275355
hsa-mir-155,laryngeal squamous cell carcinoma,275355
hsa-mir-19a,laryngeal squamous cell carcinoma,275355
hsa-mir-203,laryngeal squamous cell carcinoma,275355
hsa-mir-205,laryngeal squamous cell carcinoma,275355
hsa-mir-206,laryngeal squamous cell carcinoma,275355
hsa-mir-21,laryngeal squamous cell carcinoma,275355
hsa-mir-24,laryngeal squamous cell carcinoma,275355
hsa-mir-300,laryngeal squamous cell carcinoma,275355
hsa-mir-301a,laryngeal squamous cell carcinoma,275355
hsa-mir-365a,laryngeal squamous cell carcinoma,275355
hsa-mir-370,laryngeal squamous cell carcinoma,275355
hsa-mir-375,laryngeal squamous cell carcinoma,275355
hsa-mir-9,laryngeal squamous cell carcinoma,275355
hsa-mir-93,laryngeal squamous cell carcinoma,275355
hsa-mir-382,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-134,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-368,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-130a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-30a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-210,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-376a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-154,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-379,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-146b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-148a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-432,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-335,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-155,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-222,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-299,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-452,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-487b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-493,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-197,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-223,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-214,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-495,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-501,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-518a-2*,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-99b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-381,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-29b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-199a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-199a*,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-34a,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-221,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-199b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-362,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-148b,limb-girdle muscular dystrophies types 2A ,253600
hsa-let-7b,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-132,limb-girdle muscular dystrophies types 2A ,253600
hsa-mir-21,limb-girdle muscular dystrophies types 2A ,253600
hsa-let-7a,lipoma,167730
hsa-mir-101,hepatocellular cancer,114550
hsa-mir-122,hepatocellular cancer,114550
hsa-mir-1301,hepatocellular cancer,114550
hsa-mir-132,hepatocellular cancer,114550
hsa-mir-140,hepatocellular cancer,114550
hsa-mir-145,hepatocellular cancer,114550
hsa-mir-148b,hepatocellular cancer,114550
hsa-mir-155,hepatocellular cancer,114550
hsa-mir-21,hepatocellular cancer,114550
hsa-mir-22,hepatocellular cancer,114550
hsa-mir-221,hepatocellular cancer,114550
hsa-mir-27a,hepatocellular cancer,114550
hsa-mir-30a,hepatocellular cancer,114550
hsa-mir-30e,hepatocellular cancer,114550
hsa-mir-31,hepatocellular cancer,114550
hsa-mir-338,hepatocellular cancer,114550
hsa-mir-370,hepatocellular cancer,114550
hsa-mir-433,hepatocellular cancer,114550
hsa-mir-449a,hepatocellular cancer,114550
hsa-mir-506,hepatocellular cancer,114550
hsa-mir-525,hepatocellular cancer,114550
hsa-mir-935,hepatocellular cancer,114550
hsa-mir-124,lung cancer,211980
hsa-mir-1297,lung cancer,211980
hsa-mir-141,lung cancer,211980
hsa-mir-145,lung cancer,211980
hsa-mir-150,lung cancer,211980
hsa-mir-155,lung cancer,211980
hsa-mir-16,lung cancer,211980
hsa-mir-200a,lung cancer,211980
hsa-mir-200b,lung cancer,211980
hsa-mir-200c,lung cancer,211980
hsa-mir-203,lung cancer,211980
hsa-mir-206,lung cancer,211980
hsa-mir-214,lung cancer,211980
hsa-mir-297,lung cancer,211980
hsa-mir-29b,lung cancer,211980
hsa-mir-30a,lung cancer,211980
hsa-mir-31,lung cancer,211980
hsa-mir-33b,lung cancer,211980
hsa-mir-374a,lung cancer,211980
hsa-mir-381,lung cancer,211980
hsa-mir-409,lung cancer,211980
hsa-mir-429,lung cancer,211980
hsa-mir-432,lung cancer,211980
hsa-mir-451,lung cancer,211980
hsa-mir-485,lung cancer,211980
hsa-mir-511,lung cancer,211980
hsa-mir-623,lung cancer,211980
hsa-mir-99a,lung cancer,211980
hsa-let-7a-1,lung cancer,211980
hsa-let-7a-2,lung cancer,211980
hsa-let-7a-3,lung cancer,211980
hsa-let-7b,lung cancer,211980
hsa-let-7c,lung cancer,211980
hsa-let-7d,lung cancer,211980
hsa-let-7e,lung cancer,211980
hsa-let-7f-1,lung cancer,211980
hsa-let-7f-2,lung cancer,211980
hsa-let-7g,lung cancer,211980
hsa-let-7i,lung cancer,211980
hsa-mir-1,lung cancer,211980
hsa-mir-101,lung cancer,211980
hsa-mir-10b,lung cancer,211980
hsa-mir-1207,lung cancer,211980
hsa-mir-1246,lung cancer,211980
hsa-mir-125b,lung cancer,211980
hsa-mir-127,lung cancer,211980
hsa-mir-130b,lung cancer,211980
hsa-mir-132,lung cancer,211980
hsa-mir-133a-1,lung cancer,211980
hsa-mir-133a-2,lung cancer,211980
hsa-mir-133b,lung cancer,211980
hsa-mir-135a,lung cancer,211980
hsa-mir-135b,lung cancer,211980
hsa-mir-137,lung cancer,211980
hsa-mir-138,lung cancer,211980
hsa-mir-140,lung cancer,211980
hsa-mir-141,lung cancer,211980
hsa-mir-142,lung cancer,211980
hsa-mir-143,lung cancer,211980
hsa-mir-144,lung cancer,211980
hsa-mir-145,lung cancer,211980
hsa-mir-1469,lung cancer,211980
hsa-mir-146a,lung cancer,211980
hsa-mir-148b,lung cancer,211980
hsa-mir-150,lung cancer,211980
hsa-mir-153,lung cancer,211980
hsa-mir-155,lung cancer,211980
hsa-mir-15a,lung cancer,211980
hsa-mir-15b,lung cancer,211980
hsa-mir-16-1,lung cancer,211980
hsa-mir-16-2,lung cancer,211980
hsa-mir-17,lung cancer,211980
hsa-mir-182,lung cancer,211980
hsa-mir-183,lung cancer,211980
hsa-mir-186,lung cancer,211980
hsa-mir-18a,lung cancer,211980
hsa-mir-192,lung cancer,211980
hsa-mir-193a,lung cancer,211980
hsa-mir-194,lung cancer,211980
hsa-mir-195,lung cancer,211980
hsa-mir-196a,lung cancer,211980
hsa-mir-197,lung cancer,211980
hsa-mir-198,lung cancer,211980
hsa-mir-19a,lung cancer,211980
hsa-mir-19b,lung cancer,211980
hsa-mir-200a,lung cancer,211980
hsa-mir-200b,lung cancer,211980
hsa-mir-200c,lung cancer,211980
hsa-mir-202,lung cancer,211980
hsa-mir-203,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-206,lung cancer,211980
hsa-mir-208a,lung cancer,211980
hsa-mir-20a,lung cancer,211980
hsa-mir-21,lung cancer,211980
hsa-mir-210,lung cancer,211980
hsa-mir-214,lung cancer,211980
hsa-mir-217,lung cancer,211980
hsa-mir-218,lung cancer,211980
hsa-mir-22,lung cancer,211980
hsa-mir-223,lung cancer,211980
hsa-mir-24,lung cancer,211980
hsa-mir-26a,lung cancer,211980
hsa-mir-26b,lung cancer,211980
hsa-mir-29a,lung cancer,211980
hsa-mir-29c,lung cancer,211980
hsa-mir-301b,lung cancer,211980
hsa-mir-302b,lung cancer,211980
hsa-mir-30d,lung cancer,211980
hsa-mir-31,lung cancer,211980
hsa-mir-326,lung cancer,211980
hsa-mir-33a,lung cancer,211980
hsa-mir-34a,lung cancer,211980
hsa-mir-34b,lung cancer,211980
hsa-mir-34c,lung cancer,211980
hsa-mir-365,lung cancer,211980
hsa-mir-3662,lung cancer,211980
hsa-mir-383,lung cancer,211980
hsa-mir-411,lung cancer,211980
hsa-mir-429,lung cancer,211980
hsa-mir-4423,lung cancer,211980
hsa-mir-449a,lung cancer,211980
hsa-mir-449b,lung cancer,211980
hsa-mir-486,lung cancer,211980
hsa-mir-490,lung cancer,211980
hsa-mir-5100,lung cancer,211980
hsa-mir-545,lung cancer,211980
hsa-mir-564,lung cancer,211980
hsa-mir-570,lung cancer,211980
hsa-mir-610,lung cancer,211980
hsa-mir-614,lung cancer,211980
hsa-mir-630,lung cancer,211980
hsa-mir-660,lung cancer,211980
hsa-mir-663,lung cancer,211980
hsa-mir-7,lung cancer,211980
hsa-mir-7515,lung cancer,211980
hsa-mir-92a,lung cancer,211980
hsa-mir-93,lung cancer,211980
hsa-mir-937,lung cancer,211980
hsa-mir-944,lung cancer,211980
hsa-mir-9500,lung cancer,211980
hsa-mir-98,lung cancer,211980
hsa-mir-99b,lung cancer,211980
mir-17,lung cancer,211980
mir-18a,lung cancer,211980
mir-19a,lung cancer,211980
mir-19b,lung cancer,211980
mir-20a,lung cancer,211980
mir-92a,lung cancer,211980
hsa-let-7g,lung cancer,211980
hsa-mir-21,lung cancer,211980
hsa-mir-150,lung cancer,211980
hsa-mir-146a,lung cancer,211980
hsa-let-7d,lung cancer,211980
hsa-let-7e,lung cancer,211980
hsa-let-7f,lung cancer,211980
hsa-mir-125a,lung cancer,211980
hsa-mir-183,lung cancer,211980
hsa-mir-20a,lung cancer,211980
hsa-mir-210,lung cancer,211980
hsa-mir-218,lung cancer,211980
hsa-mir-22,lung cancer,211980
hsa-mir-423,lung cancer,211980
hsa-mir-425,lung cancer,211980
hsa-mir-451,lung cancer,211980
hsa-mir-497,lung cancer,211980
hsa-mir-511,lung cancer,211980
hsa-mir-7,lung cancer,211980
hsa-mir-125a,lung cancer,211980
hsa-mir-126,lung cancer,211980
hsa-mir-126*,lung cancer,211980
hsa-mir-130a,lung cancer,211980
hsa-mir-133b,lung cancer,211980
hsa-mir-139,lung cancer,211980
hsa-mir-141,lung cancer,211980
hsa-mir-200c,lung cancer,211980
hsa-mir-429,lung cancer,211980
hsa-mir-1,lung cancer,211980
hsa-mir-143,lung cancer,211980
hsa-mir-146b,lung cancer,211980
hsa-mir-31,lung cancer,211980
hsa-mir-377,lung cancer,211980
hsa-mir-200a,lung cancer,211980
hsa-mir-200b,lung cancer,211980
hsa-mir-29a,lung cancer,211980
hsa-let-7a,lung cancer,211980
hsa-mir-17,lung cancer,211980
hsa-mir-30a,lung cancer,211980
hsa-mir-19a,lung cancer,211980
hsa-mir-24-2,lung cancer,211980
hsa-mir-32,lung cancer,211980
hsa-mir-182,lung cancer,211980
hsa-mir-155,lung cancer,211980
hsa-mir-204,lung cancer,211980
hsa-mir-30a,lung cancer,211980
hsa-mir-30e,lung cancer,211980
hsa-mir-30e,lung cancer,211980
hsa-mir-324,lung cancer,211980
hsa-mir-324,lung cancer,211980
hsa-mir-335,lung cancer,211980
hsa-mir-338,lung cancer,211980
hsa-mir-339,lung cancer,211980
hsa-mir-345,lung cancer,211980
hsa-mir-16,lung cancer,211980
hsa-mir-195,lung cancer,211980
hsa-mir-197,lung cancer,211980
hsa-mir-9,lung cancer,211980
hsa-mir-9*,lung cancer,211980
hsa-mir-93,lung cancer,211980
hsa-mir-98,lung cancer,211980
hsa-mir-182*,lung cancer,211980
hsa-let-7c,lung cancer,211980
hsa-mir-101,lung cancer,211980
hsa-mir-17,lung cancer,211980
hsa-mir-203,lung cancer,211980
hsa-mir-26a-1,lung cancer,211980
hsa-mir-125b-2,lung cancer,211980
hsa-mir-210 ,lung cancer,211980
hsa-mir-101-1,lung cancer,211980
hsa-mir-106a,lung cancer,211980
hsa-mir-124a,lung cancer,211980
hsa-mir-140,lung cancer,211980
hsa-mir-124a-3,lung cancer,211980
hsa-mir-145,lung cancer,211980
hsa-mir-27b,lung cancer,211980
hsa-mir-33,lung cancer,211980
hsa-mir-212,lung cancer,211980
hsa-mir-95,lung cancer,211980
hsa-mir-128b,lung cancer,211980
hsa-mir-220,lung cancer,211980
hsa-mir-29b,lung cancer,211980
hsa-mir-198,lung cancer,211980
hsa-mir-214,lung cancer,211980
hsa-mir-216,lung cancer,211980
hsa-mir-99a,lung cancer,211980
hsa-mir-29b-2,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-199a-1,lung cancer,211980
hsa-mir-18a,lung cancer,211980
hsa-mir-191,lung cancer,211980
hsa-mir-192,lung cancer,211980
hsa-let-7a-2,lung cancer,211980
hsa-let-7a-3,lung cancer,211980
hsa-let-7b,lung cancer,211980
hsa-mir-224,lung cancer,211980
hsa-mir-29c,lung cancer,211980
hsa-mir-124a-1,lung cancer,211980
hsa-mir-218-2,lung cancer,211980
hsa-mir-219-1,lung cancer,211980
hsa-mir-199b,lung cancer,211980
hsa-mir-181c,lung cancer,211980
hsa-let-7f-1,lung cancer,211980
hsa-mir-1244,lung cancer,211980
hsa-mir-203,lung cancer,211980
hsa-mir-204,lung cancer,211980
hsa-mir-31,lung cancer,211980
hsa-mir-133a,lung cancer,211980
hsa-mir-218,lung cancer,211980
hsa-mir-588,lung cancer,211980
hsa-mir-23a,lupus nephritis,152700
hsa-mir-296,lupus nephritis,152700
hsa-mir-30a,lupus nephritis,152700
hsa-mir-30d,lupus nephritis,152700
hsa-mir-320,lupus nephritis,152700
hsa-mir-324,lupus nephritis,152700
hsa-mir-324,lupus nephritis,152700
hsa-mir-325,lupus nephritis,152700
hsa-mir-345,lupus nephritis,152700
hsa-mir-346,lupus nephritis,152700
hsa-mir-365,lupus nephritis,152700
hsa-mir-381,lupus nephritis,152700
hsa-mir-423,lupus nephritis,152700
hsa-mir-433,lupus nephritis,152700
hsa-mir-484,lupus nephritis,152700
hsa-mir-486,lupus nephritis,152700
hsa-mir-494,lupus nephritis,152700
hsa-mir-500,lupus nephritis,152700
hsa-mir-513,lupus nephritis,152700
hsa-mir-516,lupus nephritis,152700
hsa-mir-518b,lupus nephritis,152700
hsa-mir-518c*,lupus nephritis,152700
hsa-mir-557,lupus nephritis,152700
hsa-mir-575,lupus nephritis,152700
hsa-let-7a,lupus nephritis,152700
hsa-let-7e,lupus nephritis,152700
hsa-mir-124a,lupus nephritis,152700
hsa-mir-130b,lupus nephritis,152700
hsa-mir-133a,lupus nephritis,152700
hsa-mir-134,lupus nephritis,152700
hsa-mir-142,lupus nephritis,152700
hsa-mir-150,lupus nephritis,152700
hsa-mir-15b,lupus nephritis,152700
hsa-mir-184,lupus nephritis,152700
hsa-mir-185,lupus nephritis,152700
hsa-mir-195,lupus nephritis,152700
hsa-mir-197,lupus nephritis,152700
hsa-mir-198,lupus nephritis,152700
hsa-mir-200c,lupus nephritis,152700
hsa-mir-583,lupus nephritis,152700
hsa-mir-208,lupus nephritis,152700
hsa-mir-210,lupus nephritis,152700
hsa-mir-223,lupus nephritis,152700
hsa-mir-596,lupus nephritis,152700
hsa-mir-600,lupus nephritis,152700
hsa-mir-601,lupus nephritis,152700
hsa-mir-602,lupus nephritis,152700
hsa-mir-608,lupus nephritis,152700
hsa-mir-611,lupus nephritis,152700
hsa-mir-612,lupus nephritis,152700
hsa-mir-615,lupus nephritis,152700
hsa-mir-622,lupus nephritis,152700
hsa-mir-629,lupus nephritis,152700
hsa-mir-637,lupus nephritis,152700
hsa-mir-638,lupus nephritis,152700
hsa-mir-642,lupus nephritis,152700
hsa-mir-654,lupus nephritis,152700
hsa-mir-657,lupus nephritis,152700
hsa-mir-658,lupus nephritis,152700
hsa-mir-662,lupus nephritis,152700
hsa-mir-663,lupus nephritis,152700
hsa-mir-769,lupus nephritis,152700
hsa-mir-92b,lupus nephritis,152700
